index,price,condo_fee,bedrooms,bathrooms,vacancies,floor,construction_year,total_area_m2,price_per_area,street_address,street_number,neighborhood,zip_code,city,state,country,address,description,url,link,latitude,longitude,advertizer
608,860000,600,3,2,0,1,1953.0,133,6466.165413533835,Rua Teodoro Sampaio,,Pinheiros,05405200,São Paulo,SP,BR,"Rua Teodoro Sampaio , Pinheiros, 05405200, São Paulo, SP, BR","Apartamento à venda em Pinheiros com 133 m², 3 quartos",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-133m2-id-2656905270/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-133m2-id-2656905270/"">Apartamento à venda em Pinheiros com 133 m², 3 quartos</a>",,,Marcelo Franco Callejon 174847-F-SP
609,780000,1100,3,2,1,0,-1.0,108,7222.222222222223,Rua Teodoro Sampaio,763,Pinheiros,05405000,São Paulo,SP,BR,"Rua Teodoro Sampaio 763, Pinheiros, 05405000, São Paulo, SP, BR",Amplo apartamento em ótima localização de Pinheiros!,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-108m2-id-2578777365/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-108m2-id-2578777365/"">Amplo apartamento em ótima localização de Pinheiros!</a>",-23.557875,-46.677546,Carlos Alberto Guilherme
610,1140000,1500,3,3,1,0,-1.0,118,9661.016949152543,Rua João Moura,,Pinheiros,05412001,São Paulo,SP,BR,"Rua João Moura , Pinheiros, 05412001, São Paulo, SP, BR",São Paulo - Apartamento Padrão - PINHEIROS,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-118m2-id-2650422360/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-118m2-id-2650422360/"">São Paulo - Apartamento Padrão - PINHEIROS</a>",,,LOCAL IMÓVEIS - ALTO DE PINHEIROS
611,1150000,1423,3,1,1,0,-1.0,105,10952.380952380952,Rua Fradique Coutinho,,Pinheiros,05416000,São Paulo,SP,BR,"Rua Fradique Coutinho , Pinheiros, 05416000, São Paulo, SP, BR",SAO PAULO - Apartamento padrao - PINHEIROS,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-105m2-id-2626223760/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-105m2-id-2626223760/"">SAO PAULO - Apartamento padrao - PINHEIROS</a>",,,Pacheco Imóveis
612,1200000,1720,3,3,1,0,2010.0,112,10714.285714285714,Rua Cônego Eugênio Leite,,Pinheiros,05414000,São Paulo,SP,BR,"Rua Cônego Eugênio Leite , Pinheiros, 05414000, São Paulo, SP, BR","Apartamento à venda no bairro Pinheiros - São Paulo/SP, Zona Oeste",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-112m2-id-2621746221/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-112m2-id-2621746221/"">Apartamento à venda no bairro Pinheiros - São Paulo/SP, Zona Oeste</a>",,,Complexo Imobiliário
613,1150000,1090,3,3,0,0,-1.0,100,11500.0,Rua Capote Valente,,Pinheiros,05409002,São Paulo,SP,BR,"Rua Capote Valente , Pinheiros, 05409002, São Paulo, SP, BR","Apartamento de 100 m², com 3 dormitórios, sem suíte, 3 banheiros, sem vagas, perto metrô R$ 1.150.00",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-2652951153/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-2652951153/"">Apartamento de 100 m², com 3 dormitórios, sem suíte, 3 banheiros, sem vagas, perto metrô R$ 1.150.00</a>",,,CDIA Corretores de imóveis Associados LTDA
614,1200000,1750,3,2,1,9,1975.0,122,9836.065573770491,Rua Oscar Freire,,Pinheiros,05409011,São Paulo,SP,BR,"Rua Oscar Freire , Pinheiros, 05409011, São Paulo, SP, BR",Apartamento 122 m² e 3 quartos - Pinheiros,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-122m2-id-2620650022/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-122m2-id-2620650022/"">Apartamento 122 m² e 3 quartos - Pinheiros</a>",,,Four Brokers
615,1200000,1750,3,3,2,0,-1.0,115,10434.782608695652,Rua Teodoro Sampaio,,Pinheiros,05406100,São Paulo,SP,BR,"Rua Teodoro Sampaio , Pinheiros, 05406100, São Paulo, SP, BR","Apartamento com 3 dorms, Pinheiros, São Paulo - R$ 1.2 mi, Cod: 4715",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-115m2-id-2601352945/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-115m2-id-2601352945/"">Apartamento com 3 dorms, Pinheiros, São Paulo - R$ 1.2 mi, Cod: 4715</a>",,,Lavieri Imóveis
616,750000,750,3,3,0,0,1959.0,110,6818.181818181818,Rua Teodoro Sampaio,,Pinheiros,05405200,São Paulo,SP,BR,"Rua Teodoro Sampaio , Pinheiros, 05405200, São Paulo, SP, BR","Apartamento à venda em Pinheiros com 110 m², 3 quartos",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2656901107/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2656901107/"">Apartamento à venda em Pinheiros com 110 m², 3 quartos</a>",,,Marcelo Franco Callejon 174847-F-SP
617,1190000,1072,3,3,2,0,1980.0,129,9224.806201550387,Rua Alves Guimarães,921,Pinheiros,05410001,São Paulo,SP,BR,"Rua Alves Guimarães 921, Pinheiros, 05410001, São Paulo, SP, BR","Apartamento Pinheiros, 129 metros, 3 Quartos, 1 Suíte, 2 Vagas",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-129m2-id-2655120680/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-129m2-id-2655120680/"">Apartamento Pinheiros, 129 metros, 3 Quartos, 1 Suíte, 2 Vagas</a>",-23.554664,-46.679145,Thaís S. Cordeiro
618,1200000,1387,3,1,1,0,-1.0,133,9022.556390977443,Rua Mateus Grou,,Pinheiros,05415050,São Paulo,SP,BR,"Rua Mateus Grou , Pinheiros, 05415050, São Paulo, SP, BR",SAO PAULO - Apartamento padrao - PINHEIROS,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-133m2-id-95165539/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-133m2-id-95165539/"">SAO PAULO - Apartamento padrao - PINHEIROS</a>",,,Pacheco Imóveis
619,1200000,1400,2,3,2,0,-1.0,100,12000.0,,,Jardim América,05412000,São Paulo,SP,BR," , Jardim América, 05412000, São Paulo, SP, BR",São Paulo - Apartamento Padrão - Jardim América,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-jardim-america-zona-sul-sao-paulo-sp-100m2-id-2651549225/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-jardim-america-zona-sul-sao-paulo-sp-100m2-id-2651549225/"">São Paulo - Apartamento Padrão - Jardim América</a>",,,ADRIANO SILVA IMOVEIS
620,900000,1085,3,2,1,0,1967.0,108,8333.333333333334,Rua Teodoro Sampaio,763,Pinheiros,05405050,São Paulo,SP,BR,"Rua Teodoro Sampaio 763, Pinheiros, 05405050, São Paulo, SP, BR",Apartamento em Pinheiros com 3 dormitórios,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-108m2-id-2615830318/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-108m2-id-2615830318/"">Apartamento em Pinheiros com 3 dormitórios</a>",-23.557875,-46.677546,Sh Prime Imóveis
621,685000,490,2,3,0,0,-1.0,110,6227.272727272727,Rua Butantã,,Pinheiros,05424000,São Paulo,SP,BR,"Rua Butantã , Pinheiros, 05424000, São Paulo, SP, BR","Apartamento à Venda - Pinheiros, 2 Quartos, 110 m2",https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2655260753/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2655260753/"">Apartamento à Venda - Pinheiros, 2 Quartos, 110 m2</a>",,,QuintoAndar Vendas
622,680000,574,2,2,0,0,1958.0,105,6476.190476190476,Rua Teodoro Sampaio,2763,Pinheiros,05405000,São Paulo,SP,BR,"Rua Teodoro Sampaio 2763, Pinheiros, 05405000, São Paulo, SP, BR","Apartamento com 2 dormitórios à venda, 105 m² por R$ 630.000,00 - Pinheiros - São Paulo/SP",https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-pinheiros-zona-oeste-sao-paulo-sp-105m2-id-2588302036/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-pinheiros-zona-oeste-sao-paulo-sp-105m2-id-2588302036/"">Apartamento com 2 dormitórios à venda, 105 m² por R$ 630.000,00 - Pinheiros - São Paulo/SP</a>",-23.567569,-46.693927,UBlink
623,1010000,1500,3,2,1,14,1980.0,129,7829.457364341085,Rua Fradique Coutinho,549,Pinheiros,05416000,São Paulo,SP,BR,"Rua Fradique Coutinho 549, Pinheiros, 05416000, São Paulo, SP, BR",Apartamento para venda possui 129 metros quadrados com 3 quartos em Pinheiros - São Paulo - SP,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-129m2-id-2657082060/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-129m2-id-2657082060/"">Apartamento para venda possui 129 metros quadrados com 3 quartos em Pinheiros - São Paulo - SP</a>",-23.56212,-46.687397,Neusa Corretora de Imóveis
624,1100000,508,3,3,0,0,1972.0,100,11000.0,Rua Fradique Coutinho,928,Pinheiros,05416001,São Paulo,SP,BR,"Rua Fradique Coutinho 928, Pinheiros, 05416001, São Paulo, SP, BR","Apartamento à venda em Vila Madalena com 100 m², 3 quartos",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-2650478163/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-2650478163/"">Apartamento à venda em Vila Madalena com 100 m², 3 quartos</a>",-23.559143,-46.689212,RI IMOB DIGITAL
625,1000000,721,3,2,1,0,-1.0,110,9090.90909090909,Rua Amália de Noronha,355,Pinheiros,05410010,São Paulo,SP,BR,"Rua Amália de Noronha 355, Pinheiros, 05410010, São Paulo, SP, BR",SÃO PAULO - Apartamento Padrão - PINHEIROS,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2638470977/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2638470977/"">SÃO PAULO - Apartamento Padrão - PINHEIROS</a>",-23.552356,-46.681154,Madah Imóveis Ltda
626,944000,250,2,2,0,0,1959.0,114,8280.701754385966,Rua dos Pinheiros,258,Pinheiros,05422012,São Paulo,SP,BR,"Rua dos Pinheiros 258, Pinheiros, 05422012, São Paulo, SP, BR","Apartamento com 2 dormitórios à venda, 114 m² por R$ 944.000,00 - Pinheiros - São Paulo/SP",https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-114m2-id-2643916976/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-114m2-id-2643916976/"">Apartamento com 2 dormitórios à venda, 114 m² por R$ 944.000,00 - Pinheiros - São Paulo/SP</a>",-23.564641,-46.680813,CENTURY 21 House Prime
627,1170000,1000,3,3,1,4,-1.0,107,10934.579439252337,Rua Joaquim Antunes,996,Pinheiros,05415001,São Paulo,SP,BR,"Rua Joaquim Antunes 996, Pinheiros, 05415001, São Paulo, SP, BR",Apartamento para venda tem 107 metros quadrados com 3 quartos em Pinheiros - São Paulo - SP,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-academia-pinheiros-zona-oeste-sao-paulo-sp-107m2-id-2563601773/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-academia-pinheiros-zona-oeste-sao-paulo-sp-107m2-id-2563601773/"">Apartamento para venda tem 107 metros quadrados com 3 quartos em Pinheiros - São Paulo - SP</a>",-23.560462,-46.684074,Rudner Imóveis LTDA
628,1050000,1500,3,2,1,15,1980.0,129,8139.53488372093,,,Pinheiros,05416011,São Paulo,SP,BR," , Pinheiros, 05416011, São Paulo, SP, BR","Apartamento com 3 dormitórios à venda, 129 m² por R$ 1.050.000,00 - Pinheiros - São Paulo/SP",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-129m2-id-2640108837/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-129m2-id-2640108837/"">Apartamento com 3 dormitórios à venda, 129 m² por R$ 1.050.000,00 - Pinheiros - São Paulo/SP</a>",,,Taylor Imóveis
629,1050000,1960,3,2,1,0,1970.0,111,9459.45945945946,Rua Deputado Lacerda Franco,53,Pinheiros,05418000,São Paulo,SP,BR,"Rua Deputado Lacerda Franco 53, Pinheiros, 05418000, São Paulo, SP, BR",APARTAMENTO PINHEIROS,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-111m2-id-2587607419/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-111m2-id-2587607419/"">APARTAMENTO PINHEIROS</a>",-23.564411,-46.689832,ZIMMERMANN IMÓVEIS
630,1185000,1200,3,2,2,0,-1.0,107,11074.766355140187,Rua Alves Guimarães,,Pinheiros,05410000,São Paulo,SP,BR,"Rua Alves Guimarães , Pinheiros, 05410000, São Paulo, SP, BR","Apartamento com 3 dormitórios à venda, 107 m² por R$ 1.185.000,00 - Pinheiros - São Paulo/SP",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-pinheiros-zona-oeste-sao-paulo-sp-107m2-id-2651195202/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-pinheiros-zona-oeste-sao-paulo-sp-107m2-id-2651195202/"">Apartamento com 3 dormitórios à venda, 107 m² por R$ 1.185.000,00 - Pinheiros - São Paulo/SP</a>",,,CDIA Corretores de imóveis Associados LTDA
631,1050000,1750,3,3,1,0,-1.0,117,8974.358974358975,,,Pinheiros,05409011,São Paulo,SP,BR," , Pinheiros, 05409011, São Paulo, SP, BR","Apartamento em Pinheiros - São Paulo, SP",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-seguranca-interna-pinheiros-zona-oeste-sao-paulo-sp-117m2-id-2545673723/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-seguranca-interna-pinheiros-zona-oeste-sao-paulo-sp-117m2-id-2545673723/"">Apartamento em Pinheiros - São Paulo, SP</a>",,,Costa Imobiliária
632,1190000,1072,3,3,1,2,1980.0,129,9224.806201550387,Rua Alves Guimarães,921,Pinheiros,05410001,São Paulo,SP,BR,"Rua Alves Guimarães 921, Pinheiros, 05410001, São Paulo, SP, BR","Apartamento tipo para venda com 3 quartos, 129m²",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-pinheiros-zona-oeste-sao-paulo-sp-129m2-id-2655658412/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-pinheiros-zona-oeste-sao-paulo-sp-129m2-id-2655658412/"">Apartamento tipo para venda com 3 quartos, 129m²</a>",-23.554664,-46.679145,Joacir Borges Negócios Imobiliários
633,1075000,1200,3,2,1,7,-1.0,100,10750.0,Rua Henrique Schaumann,1180,Pinheiros,05413020,São Paulo,SP,BR,"Rua Henrique Schaumann 1180, Pinheiros, 05413020, São Paulo, SP, BR",Apartamento no Condomínio Edifício Henrique Schaumann em Pinheiros com 3 dormitórios 2 banheiros 1 v,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-2646272747/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-2646272747/"">Apartamento no Condomínio Edifício Henrique Schaumann em Pinheiros com 3 dormitórios 2 banheiros 1 v</a>",-23.555241,-46.683859,RI IMOB DIGITAL
634,550000,720,2,2,0,2,1961.0,110,5000.0,Rua Butantã,498,Pinheiros,05424000,São Paulo,SP,BR,"Rua Butantã 498, Pinheiros, 05424000, São Paulo, SP, BR","Apartamento à venda no bairro Pinheiros - São Paulo/SP, Zona Oeste",https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2641012124/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2641012124/"">Apartamento à venda no bairro Pinheiros - São Paulo/SP, Zona Oeste</a>",-23.571163,-46.699399,ORSI BROKERS EIRELI - ME
635,1150000,1770,3,2,1,0,-1.0,105,10952.380952380952,Rua Oscar Freire,,Pinheiros,05409010,São Paulo,SP,BR,"Rua Oscar Freire , Pinheiros, 05409010, São Paulo, SP, BR",Apartamento 3 Dormitórios 1 Suíte 1 Vaga - 105 metros,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-105m2-id-2555674233/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-105m2-id-2555674233/"">Apartamento 3 Dormitórios 1 Suíte 1 Vaga - 105 metros</a>",,,INCASA NEGOCIOS IMOBILIARIOS LTDA
636,1060000,1720,3,3,1,0,-1.0,112,9464.285714285714,Rua Cônego Eugênio Leite,,Jardim América,05414000,São Paulo,SP,BR,"Rua Cônego Eugênio Leite , Jardim América, 05414000, São Paulo, SP, BR","Apartamento à Venda - Jardim América, 3 Quartos, 112 m2",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-jardim-america-zona-sul-sao-paulo-sp-112m2-id-2545335856/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-jardim-america-zona-sul-sao-paulo-sp-112m2-id-2545335856/"">Apartamento à Venda - Jardim América, 3 Quartos, 112 m2</a>",,,QuintoAndar Vendas
637,1170000,750,2,1,1,0,1970.0,120,9750.0,Rua João Moura,270,Pinheiros,05412001,São Paulo,SP,BR,"Rua João Moura 270, Pinheiros, 05412001, São Paulo, SP, BR",APARTAMENTO - PINHEIROS - 2 DORMITÓRIOS - 1 VAGA - 120m2,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-120m2-id-2641024989/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-120m2-id-2641024989/"">APARTAMENTO - PINHEIROS - 2 DORMITÓRIOS - 1 VAGA - 120m2</a>",-23.562402,-46.675948,C2+ Negócios Imobiliários
638,999000,1154,3,4,2,0,-1.0,100,9990.0,Avenida Pedroso de Morais,,Alto de Pinheiros,05419000,São Paulo,SP,BR,"Avenida Pedroso de Morais , Alto de Pinheiros, 05419000, São Paulo, SP, BR","Apartamento à venda no bairro Alto de Pinheiros - São Paulo/SP, Zona Oeste",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-alto-de-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-2602093567/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-alto-de-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-2602093567/"">Apartamento à venda no bairro Alto de Pinheiros - São Paulo/SP, Zona Oeste</a>",,,Hidaka Imóveis
639,1170000,2000,3,2,1,0,-1.0,112,10446.42857142857,Rua Mourato Coelho,495,Pinheiros,05417010,São Paulo,SP,BR,"Rua Mourato Coelho 495, Pinheiros, 05417010, São Paulo, SP, BR",Apartamento para venda possui 112 metros quadrados e 3 quartos em Pinheiros - São Paulo - SP.,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-112m2-id-1040508282/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-112m2-id-1040508282/"">Apartamento para venda possui 112 metros quadrados e 3 quartos em Pinheiros - São Paulo - SP.</a>",-23.563023,-46.688044,Upgrade SP imóvel
640,1048500,1400,3,3,1,0,1975.0,120,8737.5,Rua João Moura,1406,Pinheiros,05412003,São Paulo,SP,BR,"Rua João Moura 1406, Pinheiros, 05412003, São Paulo, SP, BR","Apartamento com 120 m² de área útil, apenas 8 minutos da estação de metrô Sumaré.",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-120m2-id-2564837738/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-120m2-id-2564837738/"">Apartamento com 120 m² de área útil, apenas 8 minutos da estação de metrô Sumaré.</a>",-23.553769,-46.681795,Camargo Prime
641,1090000,1911,3,2,2,0,1985.0,102,10686.274509803921,Rua Padre Carvalho,,Pinheiros,05427020,São Paulo,SP,BR,"Rua Padre Carvalho , Pinheiros, 05427020, São Paulo, SP, BR",Apartamento 102 m² - Pinheiros - 3 Dormitórios e 3 Banheiros,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-102m2-id-2651042602/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-102m2-id-2651042602/"">Apartamento 102 m² - Pinheiros - 3 Dormitórios e 3 Banheiros</a>",,,FERREIRA ARAÚJO NEGÓCIOS IMOBILIÁRIOS
642,1150000,1455,3,3,1,8,1974.0,110,10454.545454545454,Rua Oscar Freire,,Pinheiros,05409010,São Paulo,SP,BR,"Rua Oscar Freire , Pinheiros, 05409010, São Paulo, SP, BR",APARTAMENTO - PINHEIROS - SP,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2616964184/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2616964184/"">APARTAMENTO - PINHEIROS - SP</a>",,,Paulo Roberto Leardi
