;price;condo_fee;bedrooms;bathrooms;vacancies;floor;construction_year;total_area_m2;price_per_area;street_address;street_number;address;description;url;link;latitude;longitude;advertizer
3150;660000;1000;3;2;0;0;-1.0;150;4400.0;Avenida Brigadeiro Luís Antônio;;Avenida Brigadeiro Luís Antônio , Bela Vista, 01318000, São Paulo, SP, BR;Apartamento em ótima localização - hidraulica, eletrica e janelas trocadas;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-bela-vista-centro-sao-paulo-sp-150m2-id-2501069592/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-bela-vista-centro-sao-paulo-sp-150m2-id-2501069592/"">Apartamento em ótima localização - hidraulica, eletrica e janelas trocadas</a>";;;SPERB IMOVEIS E ADMINISTRACAO S/C LTDA - ME
3151;700000;800;3;3;0;5;1941.0;124;5645.1612903225805;Avenida Brigadeiro Luís Antônio;;Avenida Brigadeiro Luís Antônio , Paraíso, 01317001, São Paulo, SP, BR;APARTAMENTO - PARAÍSO - SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-interfone-paraiso-zona-sul-sao-paulo-sp-124m2-id-2634549560/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-interfone-paraiso-zona-sul-sao-paulo-sp-124m2-id-2634549560/"">APARTAMENTO - PARAÍSO - SP</a>";;;Paulo Roberto Leardi
3158;850000;600;3;2;0;0;-1.0;150;5666.666666666667;Rua Conselheiro Ramalho;;Rua Conselheiro Ramalho , Bela Vista, 01325001, São Paulo, SP, BR;Apartamento à venda no bairro Bela Vista - São Paulo/SP, Zona Central;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-bela-vista-centro-sao-paulo-sp-150m2-id-2617899621/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-bela-vista-centro-sao-paulo-sp-150m2-id-2617899621/"">Apartamento à venda no bairro Bela Vista - São Paulo/SP, Zona Central</a>";;;Hidaka Imóveis
3170;960000;1200;3;3;2;0;1975.0;150;6400.0;Rua Treze de Maio;;Rua Treze de Maio , Bela Vista, 01327000, São Paulo, SP, BR;Bela Vista amplo e bem localizado;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-bela-vista-centro-sao-paulo-sp-150m2-id-2635870690/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-bela-vista-centro-sao-paulo-sp-150m2-id-2635870690/"">Bela Vista amplo e bem localizado</a>";;;LOCAL IMÓVEIS - ALTO DE PINHEIROS
3174;890000;984;2;3;1;0;-1.0;141;6312.056737588652;Rua Santo Amaro;232;Rua Santo Amaro 232, Bela Vista, 01315000, São Paulo, SP, BR;Apartamento para venda - Bela Vista - 2 dormitórios 1 suíte 1 vaga, 141m² - Nsk3 Imóveis - ED;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-bela-vista-centro-sao-paulo-sp-141m2-id-2605129784/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-bela-vista-centro-sao-paulo-sp-141m2-id-2605129784/"">Apartamento para venda - Bela Vista - 2 dormitórios 1 suíte 1 vaga, 141m² - Nsk3 Imóveis - ED</a>";-23.551805;-46.640677;NSK3 NEGÓCIOS IMOBILIÁRIOS
3177;890000;984;2;2;1;0;-1.0;141;6312.056737588652;Rua Santo Amaro;232;Rua Santo Amaro 232, Bela Vista, 01315000, São Paulo, SP, BR;Apartamento para venda na Bela Vista, 140 metros com 2 quartos e 1 vaga, Edifício Barão De Itaim;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-bela-vista-centro-sao-paulo-sp-141m2-id-2646266137/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-bela-vista-centro-sao-paulo-sp-141m2-id-2646266137/"">Apartamento para venda na Bela Vista, 140 metros com 2 quartos e 1 vaga, Edifício Barão De Itaim</a>";-23.551805;-46.640677;RI IMOB DIGITAL
3180;549000;520;2;1;0;0;1965.0;110;4990.909090909091;Avenida Nove de Julho;862;Avenida Nove de Julho 862, Jardim Bela Vista Zona Norte, 01313000, São Paulo, SP, BR;Apartamento à venda, 110 m² por R$ 549.000,00 - Jardim Bela Vista (Zona Norte) - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-jardim-bela-vista-zona-norte-zona-norte-sao-paulo-sp-110m2-id-2588294714/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-jardim-bela-vista-zona-norte-zona-norte-sao-paulo-sp-110m2-id-2588294714/"">Apartamento à venda, 110 m² por R$ 549.000,00 - Jardim Bela Vista (Zona Norte) - São Paulo/SP</a>";-23.551261;-46.646641;B&G IMOBILIARIA, ADMINISTRADORA E CORRETORA DE IMOVEIS LTDA
3182;900000;406;3;2;0;0;1987.0;150;6000.0;Rua Rocha;238;Rua Rocha 238, Bela Vista, 01330000, São Paulo, SP, BR;Apartamento com 3 dormitórios à venda, 150 m² por R$ 900.000,00 - Bela Vista - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-bela-vista-centro-sao-paulo-sp-150m2-id-2648172857/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-bela-vista-centro-sao-paulo-sp-150m2-id-2648172857/"">Apartamento com 3 dormitórios à venda, 150 m² por R$ 900.000,00 - Bela Vista - São Paulo/SP</a>";-23.558335;-46.649792;Marcos Pimenta Imóveis Ltda
3183;750000;0;2;2;1;0;-1.0;120;6250.0;Rua Comendador José Xavier Gouveia;35;Rua Comendador José Xavier Gouveia 35, Bela Vista, 01319060, São Paulo, SP, BR;Sobrado para venda com 100 metros quadrados com 2 quartos em Bela Vista - São Paulo - SP;https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-bela-vista-centro-sao-paulo-sp-120m2-id-2608078588/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-bela-vista-centro-sao-paulo-sp-120m2-id-2608078588/"">Sobrado para venda com 100 metros quadrados com 2 quartos em Bela Vista - São Paulo - SP</a>";-23.553418;-46.64177;Marina Hori
3186;580000;700;2;2;0;7;1960.0;100;5800.0;Avenida Brigadeiro Luís Antônio;993;Avenida Brigadeiro Luís Antônio 993, Bela Vista, 01317001, São Paulo, SP, BR;APTO AMPLO COM 2DTS E PÉ DIREITO ALTO;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-bela-vista-centro-sao-paulo-sp-100m2-id-2567402397/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-bela-vista-centro-sao-paulo-sp-100m2-id-2567402397/"">APTO AMPLO COM 2DTS E PÉ DIREITO ALTO</a>";-23.55851;-46.641484;Marcos Pimenta Imóveis Ltda
3189;550000;0;2;1;0;0;-1.0;108;5092.592592592592;Rua São Domingos;;Rua São Domingos , Bela Vista, 01326000, São Paulo, SP, BR;Apartamento à venda em Sao Paulo;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-bela-vista-centro-sao-paulo-sp-108m2-id-2641958170/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-bela-vista-centro-sao-paulo-sp-108m2-id-2641958170/"">Apartamento à venda em Sao Paulo</a>";;;EMCASA
3207;455000;400;2;2;0;0;-1.0;118;3855.9322033898306;Avenida Nove de Julho;1138;Avenida Nove de Julho 1138, Bela Vista, 01312000, São Paulo, SP, BR;apartamento no bela vista;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-bela-vista-centro-sao-paulo-sp-118m2-id-2651913455/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-bela-vista-centro-sao-paulo-sp-118m2-id-2651913455/"">apartamento no bela vista</a>";-23.553419;-46.6482;RI IMOB DIGITAL
3210;850000;987;2;2;0;0;-1.0;133;6390.977443609023;Rua Santo Amaro;271;Rua Santo Amaro 271, Bela Vista, 01315001, São Paulo, SP, BR;Apartamento na Bela Vista com 2 dormitórios;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-bela-vista-centro-sao-paulo-sp-133m2-id-2615835875/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-bela-vista-centro-sao-paulo-sp-133m2-id-2615835875/"">Apartamento na Bela Vista com 2 dormitórios</a>";-23.552153;-46.640442;Sh Prime Imóveis
3213;750000;900;2;2;0;1;-1.0;135;5555.555555555556;Rua Santo Amaro;;Rua Santo Amaro , Bela Vista, 01315000, São Paulo, SP, BR;Apartamento com 2 quartos à venda em Bela Vista - SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-armario-embutido-bela-vista-centro-sao-paulo-sp-135m2-id-2558124582/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-armario-embutido-bela-vista-centro-sao-paulo-sp-135m2-id-2558124582/"">Apartamento com 2 quartos à venda em Bela Vista - SP</a>";;;Lopes Maber
3215;530000;710;2;1;0;0;-1.0;110;4818.181818181818;Rua Maria Paula;;Rua Maria Paula , Bela Vista, 01319001, São Paulo, SP, BR;Apartamento à venda em Sao Paulo;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-bela-vista-centro-sao-paulo-sp-110m2-id-2641957902/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-bela-vista-centro-sao-paulo-sp-110m2-id-2641957902/"">Apartamento à venda em Sao Paulo</a>";;;EMCASA
3228;630000;0;3;3;0;0;1980.0;127;4960.629921259842;Rua Genebra;43;Rua Genebra 43, Bela Vista, 01316010, São Paulo, SP, BR;Apartamento com 3 dormitórios à venda, 127 m² por R$ 630.000,00 - Bela Vista - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-bela-vista-centro-sao-paulo-sp-127m2-id-2567402032/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-bela-vista-centro-sao-paulo-sp-127m2-id-2567402032/"">Apartamento com 3 dormitórios à venda, 127 m² por R$ 630.000,00 - Bela Vista - São Paulo/SP</a>";-23.551258;-46.639584;Marcos Pimenta Imóveis Ltda
3233;750000;0;2;2;1;2;1950.0;120;6250.0;Rua Comendador José Xavier Gouveia;;Rua Comendador José Xavier Gouveia , Bela Vista, 01319060, São Paulo, SP, BR;Sobrado para venda possui 120 metros quadrados com 2 quartos em Bela Vista - São Paulo - SP;https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-bela-vista-centro-sao-paulo-sp-120m2-id-2619910829/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-bela-vista-centro-sao-paulo-sp-120m2-id-2619910829/"">Sobrado para venda possui 120 metros quadrados com 2 quartos em Bela Vista - São Paulo - SP</a>";;;R.Faustino Imóveis
3234;800000;560;2;2;0;6;-1.0;124;6451.612903225807;Rua Manoel Dutra;;Rua Manoel Dutra , Bela Vista, 01328010, São Paulo, SP, BR;APARTAMENTO - BELA VISTA - SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-area-de-servico-bela-vista-centro-sao-paulo-sp-124m2-id-2642637856/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-area-de-servico-bela-vista-centro-sao-paulo-sp-124m2-id-2642637856/"">APARTAMENTO - BELA VISTA - SP</a>";;;Paulo Roberto Leardi
3237;480000;700;3;3;1;9;1949.0;127;3779.527559055118;Rua Santo Amaro;252;Rua Santo Amaro 252, Bela Vista, 01315000, São Paulo, SP, BR;"lindo; Apto, Venha conferir...";https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-bela-vista-centro-sao-paulo-sp-127m2-id-2643203582/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-bela-vista-centro-sao-paulo-sp-127m2-id-2643203582/"">lindo; Apto, Venha conferir...</a>";-23.552005;-46.640722;Front imobiliária
3243;520000;900;2;2;0;0;-1.0;100;5200.0;Rua Major Diogo;;Rua Major Diogo , Bela Vista, 01324001, São Paulo, SP, BR;Apartamento Unificado para venda com 100 metros com 2 quartos em Bela Vista - São Paulo - SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-bela-vista-centro-sao-paulo-sp-100m2-id-2597064367/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-bela-vista-centro-sao-paulo-sp-100m2-id-2597064367/"">Apartamento Unificado para venda com 100 metros com 2 quartos em Bela Vista - São Paulo - SP</a>";;;SPERB IMOVEIS E ADMINISTRACAO S/C LTDA - ME
3244;849000;955;3;2;0;5;1976.0;131;6480.916030534351;Rua Doutor Fausto Ferraz;227;Rua Doutor Fausto Ferraz 227, Bela Vista, 01333030, São Paulo, SP, BR;Apartamento para venda tem 131 metros quadrados com 3 quartos em Bela Vista - São Paulo - SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-bela-vista-centro-sao-paulo-sp-131m2-id-2603158892/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-bela-vista-centro-sao-paulo-sp-131m2-id-2603158892/"">Apartamento para venda tem 131 metros quadrados com 3 quartos em Bela Vista - São Paulo - SP</a>";-23.565459;-46.647043;RE/MAX VILLE
3254;597650;698;2;2;0;0;2023.0;109;5483.027522935779;Rua Santo Amaro;100;Rua Santo Amaro 100, Bela Vista, 01315000, São Paulo, SP, BR;Apartamento em Rua Santo Amaro - Bela Vista - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-academia-bela-vista-centro-sao-paulo-sp-109m2-id-2647215089/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-academia-bela-vista-centro-sao-paulo-sp-109m2-id-2647215089/"">Apartamento em Rua Santo Amaro - Bela Vista - São Paulo/SP</a>";-23.556287;-46.640016;USUÁRIO NEWCORE
3256;790000;1180;3;3;0;0;1999.0;147;5374.149659863946;Rua Treze de Maio;;Rua Treze de Maio , Bela Vista, 01327001, São Paulo, SP, BR;Apartamento à venda perto do metrô, com 3 dormitórios, 1 suíte, em Bela Vista, São Paulo.;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-bela-vista-centro-sao-paulo-sp-147m2-id-2614052322/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-bela-vista-centro-sao-paulo-sp-147m2-id-2614052322/"">Apartamento à venda perto do metrô, com 3 dormitórios, 1 suíte, em Bela Vista, São Paulo.</a>";;;Mendonça Imóveis SP
3262;980000;1337;3;2;1;0;-1.0;165;5939.393939393939;Rua Treze de Maio;1610;Rua Treze de Maio 1610, Bela Vista, 01327002, São Paulo, SP, BR;Apartamento na Bela vista com 3 dormitórios;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-bela-vista-centro-sao-paulo-sp-165m2-id-2615838772/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-bela-vista-centro-sao-paulo-sp-165m2-id-2615838772/"">Apartamento na Bela vista com 3 dormitórios</a>";-23.567332;-46.644577;Sh Prime Imóveis
3265;650000;300;3;2;0;0;-1.0;140;4642.857142857143;Rua dos Bororós;;Rua dos Bororós , Bela Vista, 01320020, São Paulo, SP, BR;Apartamento para venda tem 140 metros quadrados com 3 quartos em Bela Vista - São Paulo - SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-bela-vista-centro-sao-paulo-sp-140m2-id-2647474677/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-bela-vista-centro-sao-paulo-sp-140m2-id-2647474677/"">Apartamento para venda tem 140 metros quadrados com 3 quartos em Bela Vista - São Paulo - SP</a>";;;SPERB IMOVEIS E ADMINISTRACAO S/C LTDA - ME
3267;889990;980;2;2;1;0;-1.0;141;6311.985815602837;Rua Santo Amaro;232;Rua Santo Amaro 232, Bela Vista, 01315000, São Paulo, SP, BR;Apartamento Venda Bela Vista 141 m² 2 Dormitórios;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-area-de-servico-bela-vista-centro-sao-paulo-sp-141m2-id-2652304565/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-area-de-servico-bela-vista-centro-sao-paulo-sp-141m2-id-2652304565/"">Apartamento Venda Bela Vista 141 m² 2 Dormitórios</a>";-23.551805;-46.640677;OHI Imóveis
3269;552000;1285;2;2;0;11;1962.0;115;4800.0;Rua Santo Amaro;;Rua Santo Amaro , Centro, 01315001, São Paulo, SP, BR;APARTAMENTO - CENTRO - SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-interfone-centro-centro-sao-paulo-sp-115m2-id-2640621212/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-interfone-centro-centro-sao-paulo-sp-115m2-id-2640621212/"">APARTAMENTO - CENTRO - SP</a>";;;PAULO ROBERTO LEARDI - PERDIZES
3270;532000;445;2;1;0;0;-1.0;110;4836.363636363636;Rua Humaitá;;Rua Humaitá , Bela Vista, 01321010, São Paulo, SP, BR;Apartamento à venda em Sao Paulo;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-bela-vista-centro-sao-paulo-sp-110m2-id-2582098011/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-bela-vista-centro-sao-paulo-sp-110m2-id-2582098011/"">Apartamento à venda em Sao Paulo</a>";;;EMCASA
3277;532000;1218;2;1;0;0;-1.0;110;4836.363636363636;;; , Bela Vista, 01315001, São Paulo, SP, BR;Apartamento à venda no Bairro Bela Vista em São Paulo - SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-bela-vista-centro-sao-paulo-sp-110m2-id-2577064469/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-bela-vista-centro-sao-paulo-sp-110m2-id-2577064469/"">Apartamento à venda no Bairro Bela Vista em São Paulo - SP</a>";;;Galvão Imóveis LTDA-ME
3278;890000;984;2;2;1;5;-1.0;141;6312.056737588652;Rua Santo Amaro;231;Rua Santo Amaro 231, República, 01315001, São Paulo, SP, BR;Apartamento à venda em República com 141 m², 2 quartos, 1 suíte, 1 vaga;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-republica-centro-sao-paulo-sp-141m2-id-2653030606/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-republica-centro-sao-paulo-sp-141m2-id-2653030606/"">Apartamento à venda em República com 141 m², 2 quartos, 1 suíte, 1 vaga</a>";-23.551849;-46.640441;RI IMOB DIGITAL
3279;530000;0;2;2;1;0;1940.0;100;5300.0;Rua Jardim Francisco Marcos;30;Rua Jardim Francisco Marcos 30, Bela Vista, 01319050, São Paulo, SP, BR;Sobrado com 2 dormitórios à venda, 100 m² por R$ 530.000,00 - Bela Vista - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-com-interfone-bela-vista-centro-sao-paulo-sp-100m2-id-2642848874/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-com-interfone-bela-vista-centro-sao-paulo-sp-100m2-id-2642848874/"">Sobrado com 2 dormitórios à venda, 100 m² por R$ 530.000,00 - Bela Vista - São Paulo/SP</a>";-23.55349;-46.642417;Marcos Pimenta Imóveis Ltda
3283;600000;0;3;2;1;0;-1.0;152;3947.3684210526317;Rua do Bixiga;54;Rua do Bixiga 54, Bela Vista, 01315020, São Paulo, SP, BR;Sobrado com 3 dormitórios, 152 m²;https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-lavanderia-coletiva-bela-vista-centro-sao-paulo-sp-152m2-id-2628528728/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-lavanderia-coletiva-bela-vista-centro-sao-paulo-sp-152m2-id-2628528728/"">Sobrado com 3 dormitórios, 152 m²</a>";-23.554249;-46.640964;B11 Inteligência Imobiliária
3285;600000;326;2;2;0;0;-1.0;128;4687.5;Rua Doutor Penaforte Mendes;;Rua Doutor Penaforte Mendes , Bela Vista, 01308010, São Paulo, SP, BR;ÚNICO -Localizado a 1km do coração de São Paulo (av. Paulista);https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-bela-vista-centro-sao-paulo-sp-128m2-id-2647370953/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-bela-vista-centro-sao-paulo-sp-128m2-id-2647370953/"">ÚNICO -Localizado a 1km do coração de São Paulo (av. Paulista)</a>";;;STEFANELLI & COSTA NEG IMOBILIARIOS LTDA
3288;840000;1149;2;3;0;0;-1.0;177;4745.762711864407;;; , Bela Vista, 01317001, São Paulo, SP, BR;Apartamento BELA VISTA SAO PAULO SP Brasil;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-bela-vista-centro-sao-paulo-sp-177m2-id-89608398/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-bela-vista-centro-sao-paulo-sp-177m2-id-89608398/"">Apartamento BELA VISTA SAO PAULO SP Brasil</a>";;;SP Centro Imóveis Ltda Me
3289;889990;980;2;2;1;0;-1.0;141;6311.985815602837;Rua Santo Amaro;232;Rua Santo Amaro 232, Bela Vista, 01315000, São Paulo, SP, BR;Apartamento Venda Bela Vista 141 m² 2 Dormitórios;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-area-de-servico-bela-vista-centro-sao-paulo-sp-141m2-id-2652267356/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-area-de-servico-bela-vista-centro-sao-paulo-sp-141m2-id-2652267356/"">Apartamento Venda Bela Vista 141 m² 2 Dormitórios</a>";-23.551805;-46.640677;OLIMPIA HOUSE LTDA
3291;550000;1300;2;1;0;0;1982.0;115;4782.608695652174;;; , Bela Vista, 01315001, São Paulo, SP, BR;APARTAMENTO À VENDA, 02 DORMITÓRIOS, 01 SUITE, BELA VISTA, SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-bela-vista-centro-sao-paulo-sp-115m2-id-2559578804/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-bela-vista-centro-sao-paulo-sp-115m2-id-2559578804/"">APARTAMENTO À VENDA, 02 DORMITÓRIOS, 01 SUITE, BELA VISTA, SP</a>";;;Dicon Imobiliária
3292;800000;0;5;3;5;0;-1.0;156;5128.205128205128;;; , Jabaquara, 01311000, São Paulo, SP, BR;Casa com 5 dormitórios à venda, 156 m² por R$ 800.000,00 - Jabaquara - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-casa-5-quartos-com-cozinha-jabaquara-zona-sul-sao-paulo-sp-156m2-id-2622942270/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-casa-5-quartos-com-cozinha-jabaquara-zona-sul-sao-paulo-sp-156m2-id-2622942270/"">Casa com 5 dormitórios à venda, 156 m² por R$ 800.000,00 - Jabaquara - São Paulo/SP</a>";;;SM Negócios Imobiliários
